Respondent ID,Age Group,Education,Income Bracket,Living Area,Prior ADR Exposure,Tech Familiarity (1-5),General ADR Attitude (1-5),Privacy Concerns,Safety Concerns,Job Displacement,Public Space Impact,Reliability Concerns
1050,31-45,Some College,60k-100k,Suburban,Seen,4.0,3.4,3.3,4.4,4.2,3.5,3.5
1051,31-45,Graduate Degree,<30k,Suburban,None,3.9,3.2,4.2,3.3,3.8,3.3,2.7
1052,31-45,Some College,<30k,Urban,Seen,3.6,3.4,4.5,4.0,5.0,3.2,2.7
1053,31-45,Bachelor's,<30k,Rural,Seen,3.2,3.8,3.9,4.0,4.3,3.7,2.3
1054,31-45,High School,30k-60k,Suburban,None,4.5,4.3,3.1,3.9,3.5,3.2,2.9
1055,31-45,Some College,<30k,Rural,None,3.7,3.1,3.6,3.6,3.8,3.4,2.7
1056,31-45,High School,60k-100k,Suburban,None,4.1,2.8,3.7,4.2,4.0,2.8,2.3
1057,31-45,Some College,60k-100k,Suburban,Seen,3.1,2.6,4.9,4.1,4.1,3.3,3.5
1058,31-45,Some College,30k-60k,Urban,Seen,3.5,3.1,4.0,3.6,5.0,3.4,3.0
1059,31-45,Some College,100k-150k,Urban,Seen,3.4,3.3,3.8,3.9,3.5,2.6,3.0
1060,31-45,Graduate Degree,100k-150k,Suburban,Seen,3.6,3.4,4.1,3.4,5.0,2.8,2.8
1061,31-45,Bachelor's,100k-150k,Urban,None,4.4,3.5,3.7,2.7,3.4,3.5,2.0
1062,31-45,Graduate Degree,30k-60k,Suburban,Seen,3.1,3.1,3.7,3.8,3.6,3.3,2.3
1063,31-45,Some College,<30k,Urban,None,3.5,3.5,3.0,3.3,4.5,3.2,2.2
1064,31-45,Bachelor's,30k-60k,Urban,Interacted,3.4,2.9,3.6,2.8,4.0,3.1,2.4
1065,31-45,Graduate Degree,60k-100k,Urban,Seen,2.9,3.2,4.1,3.4,3.9,4.2,2.5
1066,31-45,Some College,60k-100k,Suburban,None,4.3,3.6,4.1,3.2,3.9,4.0,3.3
1067,31-45,Some College,<30k,Rural,None,3.2,3.2,4.8,3.2,4.5,4.1,3.1
1068,31-45,Some College,<30k,Urban,Interacted,3.1,3.4,4.5,3.1,3.7,3.2,3.9
1069,31-45,Some College,100k-150k,Rural,Seen,4.6,2.5,4.5,4.6,4.5,3.4,2.9
1070,31-45,Bachelor's,<30k,Suburban,Seen,2.3,2.5,3.8,3.5,4.4,3.4,2.7
1071,31-45,Some College,60k-100k,Suburban,None,2.8,3.2,3.7,4.4,4.3,3.8,3.4
1072,31-45,High School,<30k,Urban,Interacted,2.6,3.5,4.7,4.2,3.6,2.7,2.2
1073,31-45,Graduate Degree,<30k,Urban,None,4.4,3.2,4.0,4.2,3.9,2.3,2.6
1074,31-45,Bachelor's,60k-100k,Urban,Seen,4.2,3.2,3.1,4.1,4.2,2.8,3.3
1075,31-45,High School,60k-100k,Urban,Interacted,3.8,3.6,3.7,4.0,4.2,3.0,2.4
1076,31-45,Graduate Degree,60k-100k,Suburban,Seen,3.5,3.2,3.4,3.5,4.1,3.0,3.1
1077,31-45,Bachelor's,60k-100k,Suburban,Seen,4.1,3.8,4.3,3.9,3.0,3.6,2.8
1078,31-45,High School,<30k,Urban,Seen,3.1,3.1,4.8,3.4,3.8,2.6,2.1
1079,31-45,High School,60k-100k,Suburban,Seen,3.9,3.3,4.8,3.3,4.1,3.7,3.0
1080,31-45,Bachelor's,<30k,Suburban,None,3.9,3.0,4.4,3.7,4.4,3.0,3.2
1081,31-45,Some College,<30k,Suburban,Seen,4.0,4.3,4.2,3.4,3.8,2.8,2.8
1082,31-45,Bachelor's,>150k,Suburban,Interacted,3.9,4.0,4.5,4.2,4.1,3.2,2.1
1083,31-45,Bachelor's,60k-100k,Suburban,Seen,4.4,3.0,3.8,3.7,4.2,2.5,2.3
1084,31-45,Some College,<30k,Urban,Seen,4.3,3.3,3.6,3.5,3.2,2.8,2.3
1085,31-45,Bachelor's,60k-100k,Urban,Seen,2.6,2.0,3.5,3.4,3.8,3.1,3.8
1086,31-45,Some College,>150k,Urban,Seen,4.0,2.9,3.9,3.5,4.3,3.1,2.4
1087,31-45,Bachelor's,30k-60k,Suburban,Seen,2.6,3.1,4.0,3.1,5.0,2.6,2.4
1088,31-45,Bachelor's,60k-100k,Suburban,None,3.1,3.1,3.8,3.6,4.1,4.3,3.3
1089,31-45,Some College,<30k,Urban,Seen,2.9,2.9,3.9,3.0,4.4,4.1,1.8
1090,31-45,Bachelor's,100k-150k,Urban,Seen,4.8,3.7,4.1,3.6,3.3,3.1,2.8
1091,31-45,High School,>150k,Rural,Interacted,3.9,5.0,3.5,3.6,5.0,4.1,1.7
1092,31-45,Bachelor's,60k-100k,Rural,None,3.0,3.3,4.0,4.2,4.4,3.1,2.8
1093,31-45,High School,>150k,Urban,Seen,2.3,2.9,2.8,3.5,4.7,3.3,2.3
1094,31-45,High School,30k-60k,Suburban,None,4.2,3.5,4.3,3.5,3.9,3.1,2.5
1095,31-45,High School,60k-100k,Rural,Interacted,2.8,4.3,4.3,4.2,3.6,3.7,2.9
1096,31-45,Some College,30k-60k,Urban,None,3.1,3.6,3.7,3.4,3.8,3.0,2.4
1097,31-45,Bachelor's,60k-100k,Suburban,None,4.4,3.6,3.7,3.8,3.7,2.8,3.6
1098,31-45,Bachelor's,30k-60k,Suburban,None,3.6,3.7,2.8,3.0,4.5,3.4,2.8
1099,31-45,Some College,30k-60k,Suburban,None,3.1,3.1,3.9,3.2,3.8,3.7,2.8
1100,31-45,Bachelor's,60k-100k,Suburban,Seen,3.5,2.4,3.1,4.1,4.2,3.1,3.2
1101,31-45,High School,60k-100k,Suburban,Seen,4.3,4.0,3.8,3.7,4.7,3.1,3.7
1102,31-45,Some College,60k-100k,Urban,Seen,3.3,2.8,2.9,2.8,4.2,3.2,2.8
1103,31-45,Some College,100k-150k,Urban,Interacted,3.4,3.6,4.1,3.9,3.8,2.3,3.3
1104,31-45,Bachelor's,60k-100k,Urban,Interacted,3.6,3.9,3.7,3.0,4.3,3.1,1.4
1105,31-45,Graduate Degree,60k-100k,Urban,Seen,3.0,2.6,3.3,3.3,3.4,2.5,2.1
1106,31-45,Bachelor's,100k-150k,Suburban,None,5.0,2.9,4.0,3.5,4.5,3.1,2.7
1107,31-45,Graduate Degree,>150k,Suburban,None,2.1,3.2,3.7,3.8,4.4,2.7,2.0
1108,31-45,High School,60k-100k,Urban,None,2.9,4.4,3.0,3.6,4.0,3.3,2.7
1109,31-45,High School,<30k,Rural,None,2.7,2.9,3.2,4.4,3.3,3.0,3.4
1110,31-45,Bachelor's,<30k,Urban,Seen,4.2,4.0,3.9,3.7,4.6,3.3,3.1
1111,31-45,Graduate Degree,100k-150k,Urban,Seen,4.1,2.3,3.4,4.1,3.8,2.9,2.7
1112,31-45,Graduate Degree,30k-60k,Suburban,None,3.9,3.4,4.0,3.6,4.8,3.8,2.5
1113,31-45,High School,100k-150k,Urban,None,4.0,3.1,4.4,3.8,4.5,2.8,3.2
1114,31-45,Bachelor's,<30k,Urban,Interacted,4.8,4.1,3.2,4.3,3.8,3.6,3.7
1115,31-45,High School,30k-60k,Urban,None,5.0,3.8,3.1,4.0,4.0,2.1,2.5
1116,31-45,High School,60k-100k,Urban,None,3.6,3.3,4.2,4.7,4.4,2.9,2.0
1117,31-45,Some College,30k-60k,Suburban,Seen,4.4,3.1,4.1,3.6,4.1,2.7,2.3
1118,31-45,High School,<30k,Rural,Seen,4.3,3.6,4.0,4.4,4.3,3.6,1.9
1119,31-45,Bachelor's,60k-100k,Urban,Seen,2.5,2.8,3.0,4.9,4.1,3.2,2.5
1120,31-45,Graduate Degree,60k-100k,Suburban,Seen,3.7,3.8,3.6,3.4,4.6,2.7,2.8
1121,31-45,Some College,30k-60k,Suburban,Seen,2.3,2.9,3.5,3.0,4.4,3.3,2.6
1122,31-45,Bachelor's,60k-100k,Suburban,None,3.5,3.8,4.0,4.0,3.2,2.8,3.1
1123,31-45,High School,100k-150k,Urban,None,4.8,2.8,3.4,3.7,4.8,2.3,1.7
1124,31-45,Some College,>150k,Suburban,Seen,3.6,2.4,3.6,3.7,4.6,3.8,2.9
1125,31-45,Graduate Degree,60k-100k,Urban,None,3.2,3.4,3.6,3.5,3.8,3.6,2.4
1126,31-45,Graduate Degree,30k-60k,Urban,Interacted,3.0,1.9,3.7,2.9,4.4,2.8,2.5
1127,31-45,High School,<30k,Urban,None,4.4,3.4,3.3,4.1,5.0,2.1,2.6
1128,31-45,Bachelor's,<30k,Urban,None,2.0,2.1,3.2,2.8,4.1,3.3,3.3
1129,31-45,Some College,<30k,Rural,None,3.0,3.1,4.4,4.3,4.4,3.4,3.9
1130,31-45,Some College,60k-100k,Suburban,Seen,5.0,3.9,4.8,4.3,5.0,3.5,3.5
1131,31-45,Some College,30k-60k,Urban,None,3.4,3.4,4.8,4.4,4.2,3.2,2.2
1132,31-45,Bachelor's,30k-60k,Rural,None,3.8,3.5,3.1,2.8,4.0,3.0,2.6
1133,31-45,Some College,100k-150k,Suburban,Interacted,3.9,3.9,4.0,3.6,4.3,3.2,3.5
1134,31-45,Graduate Degree,30k-60k,Suburban,Seen,3.2,3.4,3.2,3.4,4.2,2.8,3.1
1135,31-45,Graduate Degree,30k-60k,Urban,None,3.0,2.8,4.3,4.1,2.5,3.1,2.9
1136,31-45,High School,100k-150k,Urban,None,3.4,3.0,4.5,3.4,3.9,3.8,2.9
1137,31-45,Some College,60k-100k,Urban,Seen,3.7,3.8,3.5,4.0,3.9,2.5,2.9
1138,31-45,High School,>150k,Suburban,None,3.6,2.9,4.2,3.5,4.1,3.7,3.4
1139,31-45,Graduate Degree,60k-100k,Suburban,Interacted,4.4,3.7,3.3,3.3,3.9,2.8,1.9
1140,31-45,Some College,<30k,Suburban,Interacted,3.2,3.9,4.0,3.7,4.9,3.2,2.4
1141,31-45,Bachelor's,100k-150k,Suburban,Interacted,4.1,3.3,3.9,3.8,4.1,3.4,3.5
1142,31-45,High School,60k-100k,Urban,Interacted,4.9,4.4,3.4,4.1,4.7,2.7,2.4
1143,31-45,Graduate Degree,100k-150k,Rural,None,3.0,2.5,4.2,3.8,4.9,3.0,2.7
1144,31-45,High School,100k-150k,Urban,None,3.7,2.4,3.3,3.2,3.9,2.3,3.1
1145,31-45,Bachelor's,<30k,Urban,Seen,3.2,3.5,4.6,2.9,4.2,2.3,1.6
1146,31-45,Graduate Degree,30k-60k,Suburban,None,3.2,2.8,3.4,4.5,4.1,3.1,2.3
1147,31-45,Some College,<30k,Suburban,Seen,3.4,3.3,4.7,2.5,4.3,3.1,2.7
1148,31-45,Some College,30k-60k,Urban,None,3.3,3.5,4.3,4.0,4.0,3.6,3.4
1149,31-45,Bachelor's,30k-60k,Suburban,Seen,3.2,3.9,4.3,3.0,4.1,3.6,2.8
1150,31-45,Graduate Degree,30k-60k,Suburban,None,4.3,2.9,3.2,3.3,4.3,3.2,2.7
1151,31-45,Bachelor's,100k-150k,Urban,Seen,3.4,3.5,3.8,4.1,4.6,3.9,2.6
1152,31-45,Bachelor's,60k-100k,Urban,Interacted,5.0,4.0,4.4,3.5,4.5,3.6,2.9
1153,31-45,Bachelor's,60k-100k,Rural,Seen,4.7,3.7,3.2,3.6,4.3,2.5,1.9
1154,31-45,High School,60k-100k,Suburban,None,3.8,3.2,3.9,4.2,4.1,2.9,2.4
1155,31-45,High School,>150k,Urban,Seen,2.9,2.5,4.4,2.5,4.0,3.2,3.6
1156,31-45,Bachelor's,>150k,Urban,Seen,4.0,2.8,3.4,4.1,4.7,3.2,3.6
1157,31-45,Bachelor's,100k-150k,Suburban,None,4.3,3.1,4.0,3.1,4.1,3.0,2.6
1158,31-45,High School,<30k,Suburban,Seen,3.8,3.9,3.6,3.4,3.6,3.0,3.3
1159,31-45,Some College,100k-150k,Urban,Seen,4.4,3.6,3.9,3.4,4.9,3.1,2.7
1160,31-45,Graduate Degree,100k-150k,Rural,Seen,3.3,3.7,5.0,4.1,3.8,2.7,2.5
1161,31-45,Some College,30k-60k,Suburban,None,3.8,3.5,4.5,3.1,4.1,2.7,2.8
1162,31-45,Bachelor's,30k-60k,Urban,Seen,3.4,2.8,3.0,3.1,4.2,2.8,2.9
1163,31-45,High School,<30k,Rural,Seen,4.8,3.6,4.6,3.2,3.5,3.3,2.8
1164,31-45,Graduate Degree,100k-150k,Rural,None,3.8,3.3,4.4,2.2,5.0,3.3,3.0
1165,31-45,Bachelor's,30k-60k,Suburban,Seen,3.2,2.6,3.5,3.2,4.8,4.0,2.6
1166,31-45,Bachelor's,>150k,Urban,None,3.8,3.1,3.9,3.6,3.5,2.7,3.3
1167,31-45,Graduate Degree,30k-60k,Urban,Seen,4.6,4.2,4.0,4.6,4.4,3.4,2.3
1168,31-45,Some College,60k-100k,Urban,Interacted,3.0,2.9,3.5,3.9,4.8,3.2,2.1
1169,31-45,Some College,<30k,Rural,Seen,2.9,3.6,3.8,3.6,4.9,2.5,3.5
1170,31-45,High School,60k-100k,Urban,Interacted,3.0,4.0,4.4,3.7,4.0,2.5,1.6
1171,31-45,Some College,<30k,Suburban,Interacted,1.3,3.7,2.8,4.1,4.4,4.0,3.4
1172,31-45,Some College,<30k,Urban,Seen,4.3,3.9,4.4,4.1,4.4,2.5,2.6
1173,31-45,Graduate Degree,60k-100k,Suburban,None,3.6,3.1,3.9,3.4,4.2,2.7,1.8
1174,31-45,Some College,100k-150k,Urban,Interacted,3.7,3.6,3.9,4.2,4.5,3.5,1.9
1175,31-45,High School,30k-60k,Rural,None,5.0,3.6,4.2,2.7,3.5,1.9,2.2
1176,31-45,Bachelor's,<30k,Urban,Seen,4.6,3.6,3.4,3.9,3.9,3.3,3.6
1177,31-45,Bachelor's,100k-150k,Suburban,Interacted,3.3,4.5,3.5,4.8,4.1,3.6,2.6
1178,31-45,Graduate Degree,30k-60k,Suburban,None,4.0,3.0,3.7,5.0,5.0,3.0,2.8
1179,31-45,High School,100k-150k,Rural,Seen,3.5,3.1,3.8,2.8,4.4,2.9,3.6
1180,31-45,Graduate Degree,<30k,Suburban,Seen,4.8,3.6,4.6,4.3,4.2,3.2,2.8
1181,31-45,Some College,100k-150k,Suburban,Seen,3.4,3.0,3.8,2.7,3.6,3.0,2.2
1182,31-45,Some College,100k-150k,Suburban,Interacted,5.0,3.9,3.5,3.8,4.6,3.6,3.4
1183,31-45,High School,100k-150k,Suburban,Interacted,3.6,3.3,4.2,3.3,4.6,3.4,2.8
1184,31-45,Bachelor's,<30k,Urban,None,3.3,2.7,4.0,4.8,4.0,2.9,2.6
1185,31-45,High School,30k-60k,Suburban,Interacted,3.6,3.8,4.5,3.5,3.9,3.3,2.8
1186,31-45,Graduate Degree,30k-60k,Urban,None,4.0,3.3,3.8,3.3,4.0,2.9,2.6
1187,31-45,Some College,30k-60k,Urban,Interacted,3.5,2.8,3.6,3.6,3.6,2.9,2.3
1188,31-45,Some College,<30k,Urban,Interacted,4.1,4.2,3.6,4.2,4.4,3.1,2.4
1189,31-45,Bachelor's,60k-100k,Rural,None,4.4,3.5,4.0,3.9,3.6,3.6,2.0
1190,31-45,Bachelor's,100k-150k,Suburban,Seen,5.0,4.1,3.7,3.0,3.7,3.2,2.4
1191,31-45,Graduate Degree,<30k,Suburban,Interacted,4.2,4.7,3.5,3.6,4.3,3.8,3.4
1192,31-45,Bachelor's,60k-100k,Urban,Interacted,3.8,4.1,2.8,4.5,4.9,3.5,3.5
1193,31-45,Bachelor's,<30k,Urban,Interacted,3.1,4.5,4.2,4.2,4.2,2.8,3.5
1194,31-45,Some College,30k-60k,Urban,Interacted,3.8,4.2,3.4,3.8,4.1,2.5,2.0
1195,31-45,Some College,>150k,Rural,None,3.4,3.3,3.7,3.1,4.2,3.2,2.2
1196,31-45,Bachelor's,>150k,Suburban,Seen,4.2,2.4,3.5,4.0,4.1,2.4,3.0
1197,31-45,Graduate Degree,>150k,Urban,None,3.7,3.0,3.7,3.7,3.8,3.0,2.6
1198,31-45,Some College,100k-150k,Suburban,Interacted,3.3,2.6,4.1,3.3,5.0,2.9,3.6
1199,31-45,Bachelor's,>150k,Urban,None,3.6,3.5,3.5,3.7,4.7,3.1,3.1
1200,31-45,Bachelor's,<30k,Urban,Interacted,3.7,4.0,3.9,3.1,4.0,1.4,2.5
1201,31-45,Bachelor's,>150k,Rural,Seen,3.4,4.0,3.8,3.0,3.6,2.3,3.3
1202,31-45,Graduate Degree,<30k,Suburban,Seen,3.5,3.8,2.5,3.4,4.4,2.4,3.1
1203,31-45,Some College,60k-100k,Urban,Interacted,5.0,3.4,3.5,2.9,4.4,2.0,3.5
1204,31-45,High School,100k-150k,Suburban,Interacted,3.5,3.7,4.3,3.4,3.4,4.7,2.7
1205,31-45,Bachelor's,<30k,Suburban,Seen,3.5,3.4,3.7,4.3,4.3,3.3,2.2
1206,31-45,Graduate Degree,30k-60k,Urban,None,3.3,3.1,4.1,3.7,4.4,2.9,2.6
1207,31-45,Some College,30k-60k,Suburban,None,5.0,3.4,4.0,3.1,4.3,2.9,2.4
1208,31-45,Some College,100k-150k,Suburban,None,4.7,3.3,3.7,4.0,4.8,4.0,2.9
1209,31-45,Bachelor's,60k-100k,Suburban,Seen,3.8,2.8,3.6,3.9,4.9,2.8,3.3
1210,31-45,Graduate Degree,30k-60k,Suburban,None,4.0,3.5,3.1,3.1,3.7,2.7,3.0
1211,31-45,High School,60k-100k,Suburban,None,5.0,4.0,3.5,3.3,5.0,2.7,3.1
1212,31-45,Bachelor's,100k-150k,Urban,Seen,4.0,2.8,4.2,3.8,4.7,3.2,3.4
1213,31-45,Some College,60k-100k,Suburban,Seen,4.7,3.1,4.0,4.2,3.7,3.4,2.5
1214,31-45,Some College,<30k,Suburban,Seen,3.9,3.4,3.9,3.1,5.0,3.6,2.8
1215,31-45,High School,<30k,Urban,Seen,3.6,3.1,3.5,4.4,4.2,3.6,2.9
1216,31-45,Bachelor's,>150k,Urban,None,3.3,2.6,3.3,3.5,4.4,3.4,3.3
1217,31-45,High School,30k-60k,Urban,Interacted,4.1,3.0,3.8,3.6,4.6,3.2,4.3
1218,31-45,High School,30k-60k,Urban,Interacted,3.4,3.1,3.7,2.8,4.4,2.5,2.9
1219,31-45,Bachelor's,<30k,Urban,Interacted,3.8,4.0,4.0,3.6,4.3,3.7,3.2
1220,31-45,High School,<30k,Rural,Seen,3.5,4.0,4.8,3.5,4.7,3.2,3.3
1221,31-45,High School,30k-60k,Suburban,None,5.0,3.6,3.3,3.8,4.3,2.4,1.6
1222,31-45,Bachelor's,60k-100k,Urban,Seen,3.6,3.7,4.6,4.2,4.3,3.1,2.7
1223,31-45,Some College,>150k,Urban,None,4.5,3.4,3.8,4.2,4.8,3.1,2.4
1224,31-45,Graduate Degree,100k-150k,Rural,None,4.0,4.1,3.6,3.8,4.7,3.8,2.6
1225,31-45,High School,>150k,Suburban,None,4.5,3.2,4.5,3.0,3.7,3.4,2.5
1226,31-45,Bachelor's,>150k,Suburban,None,3.7,2.4,3.2,3.8,3.8,3.5,2.5
1227,31-45,Some College,30k-60k,Suburban,None,2.6,2.9,2.9,2.7,3.2,3.2,2.4
1228,31-45,Bachelor's,60k-100k,Suburban,None,3.3,4.0,3.2,4.3,2.8,2.9,3.5
1229,31-45,Some College,100k-150k,Urban,Seen,4.1,3.2,3.2,3.4,3.6,2.8,3.5
1230,31-45,Graduate Degree,60k-100k,Urban,Interacted,4.7,4.0,4.4,4.0,4.6,2.7,3.1
1231,31-45,Some College,60k-100k,Suburban,None,4.5,3.5,3.6,4.1,3.7,3.2,3.4
1232,31-45,Some College,<30k,Urban,Seen,4.2,4.2,3.7,3.5,3.5,3.8,2.5
1233,31-45,High School,>150k,Suburban,None,4.6,3.6,4.0,3.0,3.0,2.6,2.7
1234,31-45,Some College,<30k,Suburban,Seen,3.7,3.4,4.1,3.1,4.3,3.1,2.7
1235,31-45,High School,30k-60k,Suburban,Seen,3.6,4.2,3.7,4.4,3.9,3.1,2.7
1236,31-45,Bachelor's,30k-60k,Urban,None,4.1,3.5,4.0,3.4,4.8,3.1,3.7
1237,31-45,Graduate Degree,60k-100k,Suburban,None,3.7,4.6,3.9,3.7,3.7,3.0,2.3
1238,31-45,Some College,<30k,Rural,None,2.7,2.9,3.9,4.0,4.4,3.8,2.5
1239,31-45,High School,30k-60k,Urban,Seen,3.4,3.8,2.9,2.6,4.5,2.2,3.0
1240,31-45,Bachelor's,100k-150k,Suburban,Seen,4.9,3.5,2.9,2.9,5.0,3.9,2.8
1241,31-45,Some College,30k-60k,Urban,Interacted,3.0,3.1,3.1,3.7,5.0,4.2,3.1
1242,31-45,Some College,>150k,Urban,Seen,4.5,3.9,4.2,3.6,5.0,3.4,3.2
1243,31-45,Graduate Degree,60k-100k,Urban,None,3.5,3.2,4.5,3.4,3.7,3.3,2.9
1244,31-45,Bachelor's,60k-100k,Urban,None,2.6,2.9,3.0,3.4,3.9,3.3,2.0
1245,31-45,High School,<30k,Rural,Interacted,4.3,3.3,4.3,3.7,4.2,3.7,2.3
1246,31-45,Bachelor's,<30k,Suburban,None,4.2,3.4,4.3,4.2,3.5,2.0,2.7
1247,31-45,High School,>150k,Suburban,Seen,1.9,3.5,3.6,4.3,4.7,3.1,3.3
1248,31-45,Bachelor's,<30k,Urban,None,5.0,3.5,4.2,3.7,3.1,3.3,3.0
1249,31-45,High School,60k-100k,Urban,None,4.1,3.6,3.6,3.7,4.0,3.0,2.3
1250,31-45,High School,>150k,Suburban,None,3.5,4.2,3.1,3.6,4.0,3.0,2.4
1251,31-45,Some College,<30k,Urban,Seen,5.0,4.6,3.9,3.2,3.6,2.8,2.5
1252,31-45,Some College,30k-60k,Suburban,Seen,3.7,3.0,3.0,3.4,4.2,3.2,2.1
1253,31-45,Bachelor's,<30k,Suburban,Seen,5.0,3.8,4.0,3.8,4.5,3.6,3.5
1254,31-45,Bachelor's,<30k,Urban,Seen,3.5,3.5,3.5,3.5,5.0,2.9,3.3
1255,31-45,High School,30k-60k,Urban,Seen,3.3,3.3,4.1,4.1,5.0,2.8,3.0
1256,31-45,Bachelor's,30k-60k,Suburban,Seen,3.5,1.8,3.1,3.3,3.6,3.7,1.5
1257,31-45,Some College,<30k,Urban,Seen,3.4,3.4,4.0,3.0,3.9,3.3,2.9
1258,31-45,Bachelor's,30k-60k,Urban,None,4.1,2.0,3.7,3.3,4.2,3.1,3.6
1259,31-45,High School,60k-100k,Rural,None,3.4,4.2,3.7,3.5,3.8,2.7,3.4
1260,31-45,Some College,30k-60k,Urban,Seen,3.9,3.9,4.1,2.4,4.0,3.4,3.2
1261,31-45,Graduate Degree,<30k,Suburban,Interacted,3.6,4.2,4.4,3.8,4.1,2.9,3.3
1262,31-45,Graduate Degree,<30k,Suburban,None,4.7,2.6,3.6,3.7,4.6,3.0,2.3
1263,31-45,Some College,<30k,Rural,Seen,3.3,2.6,3.0,5.0,4.5,2.8,3.2
1264,31-45,Bachelor's,60k-100k,Rural,Seen,4.6,3.9,3.8,3.4,4.5,3.4,3.4
1265,31-45,Bachelor's,30k-60k,Suburban,None,4.8,3.2,3.4,3.4,3.5,3.4,2.0
1266,31-45,Some College,30k-60k,Suburban,Seen,5.0,3.9,4.5,3.9,4.1,3.1,3.2
1267,31-45,Bachelor's,100k-150k,Suburban,None,3.9,3.6,4.1,4.1,3.7,3.7,2.9
1268,31-45,Some College,>150k,Suburban,Seen,4.3,3.7,3.2,3.4,3.5,2.8,2.9
1269,31-45,Graduate Degree,<30k,Rural,Seen,4.1,3.4,3.4,4.0,4.6,2.7,3.5
1270,31-45,Bachelor's,60k-100k,Urban,Seen,4.8,3.8,4.0,3.7,4.4,3.9,3.2
1271,31-45,High School,30k-60k,Suburban,None,4.7,2.8,3.9,3.5,3.4,2.7,2.6
1272,31-45,Bachelor's,<30k,Suburban,None,4.4,3.5,4.0,4.0,4.3,3.8,2.5
1273,31-45,Some College,30k-60k,Rural,Seen,4.6,3.4,3.7,3.7,3.6,2.9,3.5
1274,31-45,Bachelor's,100k-150k,Suburban,None,3.9,3.5,3.8,3.5,4.5,2.9,3.2
1275,31-45,High School,30k-60k,Suburban,None,4.9,4.1,3.5,4.1,3.2,2.6,2.9
1276,31-45,High School,100k-150k,Urban,Seen,2.9,2.6,4.6,3.7,4.2,2.6,3.3
1277,31-45,Bachelor's,60k-100k,Rural,None,1.8,2.0,4.4,3.1,3.9,3.3,2.6
1278,31-45,Bachelor's,30k-60k,Suburban,Seen,3.5,3.7,3.2,3.8,4.6,2.8,2.9
1279,31-45,Bachelor's,>150k,Suburban,Interacted,5.0,3.9,3.6,4.6,4.2,2.5,2.3
1280,31-45,Some College,30k-60k,Urban,Seen,3.7,2.7,2.8,2.9,4.4,3.1,3.0
1281,31-45,Graduate Degree,<30k,Suburban,Seen,3.4,3.7,3.2,3.8,4.0,3.7,3.2
1282,31-45,Bachelor's,60k-100k,Suburban,Seen,4.1,4.4,3.9,3.4,4.3,2.7,2.8
1283,31-45,Graduate Degree,<30k,Suburban,None,4.0,3.2,4.1,3.1,4.7,3.6,3.0
1284,31-45,Bachelor's,30k-60k,Urban,Seen,3.5,3.3,3.5,2.6,4.8,3.7,2.6
1285,31-45,High School,100k-150k,Rural,Interacted,4.3,3.7,3.3,4.4,4.3,3.3,3.0
1286,31-45,High School,30k-60k,Suburban,Seen,3.7,3.1,2.6,3.9,4.5,2.7,2.8
1287,31-45,Some College,60k-100k,Urban,None,5.0,3.2,3.9,4.3,4.3,2.9,2.9
1288,31-45,Bachelor's,>150k,Urban,Interacted,5.0,4.5,3.8,3.9,4.1,3.6,2.2
1289,31-45,Some College,30k-60k,Urban,Seen,4.9,3.5,4.2,4.1,4.8,3.8,2.8
1290,31-45,High School,30k-60k,Suburban,Seen,3.1,2.8,3.6,2.9,4.3,2.8,3.1
1291,31-45,Some College,30k-60k,Urban,None,3.5,2.6,4.3,3.6,4.7,3.2,2.6
1292,31-45,Bachelor's,100k-150k,Suburban,None,3.5,2.9,5.0,3.6,4.5,3.2,2.1
1293,31-45,High School,30k-60k,Urban,None,4.1,3.0,3.8,3.6,5.0,3.5,2.4
1294,31-45,Bachelor's,60k-100k,Urban,Interacted,3.1,3.2,3.6,3.8,4.2,3.7,3.0
1295,31-45,Bachelor's,60k-100k,Suburban,Interacted,3.5,3.9,4.8,4.6,3.7,3.6,3.2
1296,31-45,Bachelor's,>150k,Urban,None,2.2,2.6,2.9,4.3,4.1,3.4,3.2
1297,31-45,Bachelor's,100k-150k,Rural,Interacted,5.0,4.1,3.7,3.2,4.4,3.1,2.4
1298,31-45,High School,100k-150k,Suburban,None,4.2,3.6,3.6,2.5,3.5,2.9,3.1
1299,31-45,High School,<30k,Urban,Seen,2.6,2.4,4.2,3.3,4.6,2.6,2.5
1300,31-45,High School,30k-60k,Urban,Seen,3.4,3.4,3.3,4.2,4.5,2.9,2.8
1301,31-45,Bachelor's,60k-100k,Urban,Seen,3.4,3.7,3.5,4.2,4.6,3.2,3.3
1302,31-45,Bachelor's,>150k,Urban,Interacted,3.1,3.6,4.2,3.8,4.1,3.4,2.3
1303,31-45,Some College,60k-100k,Suburban,Seen,3.0,2.2,4.2,4.4,3.2,3.1,2.7
1304,31-45,High School,60k-100k,Suburban,Seen,5.0,3.7,3.0,4.4,3.8,2.8,2.7
1305,31-45,Some College,30k-60k,Suburban,Interacted,4.8,3.1,3.9,2.5,3.5,2.7,2.4
1306,31-45,Bachelor's,>150k,Suburban,None,4.8,3.5,3.1,4.5,4.1,2.8,2.9
1307,31-45,Some College,30k-60k,Rural,Interacted,2.4,3.5,4.0,4.2,3.9,2.9,3.0
1308,31-45,Bachelor's,60k-100k,Urban,Interacted,4.0,4.1,3.2,3.3,4.1,3.3,2.7
